date	close
2-Dec-11	489.7
5-Dec-11	493.01
6-Dec-11	490.95
7-Dec-11	489.09
8-Dec-11	490.66
9-Dec-11	493.62
12-Dec-11	491.84
13-Dec-11	488.81
14-Dec-11	480.19
15-Dec-11	478.94
16-Dec-11	481.02
19-Dec-11	482.21
20-Dec-11	495.95
21-Dec-11	496.44
22-Dec-11	498.55
23-Dec-11	503.43
27-Dec-11	506.53
28-Dec-11	502.64
29-Dec-11	505.12
30-Dec-11	505
3-Jan-12	511.23
4-Jan-12	513.44
5-Jan-12	518.03
6-Jan-12	522.4
9-Jan-12	521.73
10-Jan-12	523.24
11-Jan-12	522.55
12-Jan-12	521.39
13-Jan-12	519.81
17-Jan-12	524.7
18-Jan-12	529.11
19-Jan-12	527.75
20-Jan-12	520.3
23-Jan-12	527.41
24-Jan-12	520.41
25-Jan-12	546.66
26-Jan-12	544.63
27-Jan-12	547.28
30-Jan-12	553.01
31-Jan-12	556.48
1-Feb-12	556.19
2-Feb-12	555.12
3-Feb-12	559.68
6-Feb-12	563.97
7-Feb-12	568.83
8-Feb-12	576.68
9-Feb-12	593.17
10-Feb-12	593.42
13-Feb-12	602.6
14-Feb-12	609.46
15-Feb-12	597.67
16-Feb-12	602.21
17-Feb-12	602.12
21-Feb-12	614.85
22-Feb-12	613.04
23-Feb-12	616.39
24-Feb-12	622.41
27-Feb-12	625.76
28-Feb-12	635.41
29-Feb-12	642.44
1-Mar-12	644.47
2-Mar-12	645.18
5-Mar-12	633.16
6-Mar-12	630.26
7-Mar-12	630.69
8-Mar-12	641.99
9-Mar-12	645.17
12-Mar-12	652
13-Mar-12	668.1
14-Mar-12	689.58
15-Mar-12	685.56
16-Mar-12	685.57
19-Mar-12	701.1
20-Mar-12	705.96
21-Mar-12	702.5
22-Mar-12	699.34
23-Mar-12	696.05
26-Mar-12	706.98
27-Mar-12	714.48
28-Mar-12	717.62
29-Mar-12	709.86
30-Mar-12	699.55
2-Apr-12	718.63
3-Apr-12	729.32
4-Apr-12	724.31
5-Apr-12	733.68
9-Apr-12	736.23
10-Apr-12	728.44
11-Apr-12	726.2
12-Apr-12	722.77
13-Apr-12	705.23
16-Apr-12	680.13
17-Apr-12	709.7
18-Apr-12	708.34
19-Apr-12	687.44
20-Apr-12	672.98
23-Apr-12	671.7
24-Apr-12	660.28
25-Apr-12	710
26-Apr-12	707.7
27-Apr-12	703
30-Apr-12	683.98
1-May-12	682.13
